"RowIndex","Prediction"
1,-6.44947713666525
2,-28.4297826103023
3,13.0544110756971
4,10.7264284009682
5,-4.17306576765816
6,26.4955028170419
7,9.22820490368644
8,1.91680766182444
9,10.6956064351872
10,-4.55021902475908
11,-3.570137041405
12,-7.98002725804066
13,-6.00445783427784
14,27.5523826838564
15,4.4875946563504
16,-13.1609369523659
17,1.09929749445241
18,-11.9023532067819
19,-4.07247098350001
20,-9.33501153241219
21,-13.6186020989902
22,-5.53375046243869
23,-9.28659116475811
24,20.3458842324144
25,-10.2197904019336
26,3.18173777851249
27,-10.087613931195
28,-9.67265463918285
29,-4.34972886351172
30,-11.6926201359764
31,1.99006475455111
32,7.28722483893337
33,9.63811408547815
34,-7.61208775163252
35,-6.99160967704278
36,-9.76656025160053
37,4.326839616293
38,8.23236512010297
39,-7.93628742124197
40,29.3381171881839
41,-16.3327930697099
42,8.96708698813359
43,-14.1377145174823
44,-18.5289745183309
45,1.69014387557997
46,-7.44878821080448
47,2.91441475336603
48,-20.6023520017999
49,-11.1150495521166
50,-9.35754656490443
51,-6.6605902683916
52,14.7911687193836
53,16.1454838816468
54,-10.2451092503039
55,19.9491432425256
56,-21.444523210722
57,-10.9772533823296
58,22.0692280904189
59,-3.3547790033542
60,-7.90372977008201
61,6.94307625089052
62,-14.7038155728419
63,-9.67265463918285
64,32.9605905565562
65,-5.08104167227091
66,14.3348607082647
67,24.7330795574955
68,-13.9105270525822
69,4.78217346279884
70,-10.6928027788525
71,24.2295999220376
72,26.1763462232702
73,26.966139759424
74,-7.77212017069305
75,-6.69954395372913
76,3.97779624334705
77,-8.15240330503246
78,-4.21695164338808
79,-8.74630370187999
80,6.18951264919534
81,-18.4458309900081
82,-5.89257801623309
83,21.9769583582335
84,-2.93795636432587
85,-2.48680726692974
86,-11.0958935498351
87,-11.9980555486943
88,4.62759829670603
89,-20.7258839056855
90,-14.0077254850778
