"RowIndex","Prediction"
1,-6.01336732347116
2,-30.7789228967935
3,16.7364186191396
4,15.2521525623357
5,-4.10457734458777
6,32.707158702749
7,10.916393926137
8,3.2068808580901
9,12.3026931547364
10,-5.40745594555221
11,-4.9497355007222
12,-10.6339034872185
13,-9.90984040818193
14,28.2833797814831
15,3.92874605522445
16,-13.6657878539449
17,4.06498186454537
18,-13.1206437521432
19,-9.32358505425736
20,-15.6280991456567
21,-16.072386452796
22,-6.61402270831208
23,-12.0221372600433
24,23.9013188770681
25,-11.0171584046962
26,2.36608678737794
27,-12.4749752565202
28,-13.3638465880033
29,-0.569290138202482
30,-14.0193989290774
31,1.93414280774769
32,9.97824283001968
33,10.7497570703595
34,-10.1734790738857
35,-7.36286671874584
36,-9.43953433810974
37,6.74757637995546
38,10.0386745852329
39,-10.7850902587607
40,35.3223950967967
41,-16.4840578960964
42,12.1820670737379
43,-15.3437784914978
44,-20.7369088365957
45,2.31636751090312
46,-6.02048106037334
47,4.87725213544549
48,-20.8073948374001
49,-10.4533171025891
50,-9.59397382790104
51,-8.65560451135924
52,17.7054853170874
53,20.7413010444716
54,-10.4378104042028
55,23.5345842645734
56,-22.9947250810443
57,-9.89359812351047
58,26.9410820104121
59,-2.86860546289599
60,-9.41693456436104
61,11.3423404761644
62,-15.8566192468478
63,-13.3638465880033
64,35.3931667866143
65,-4.55626036230771
66,18.0996817317159
67,28.8922590935689
68,-11.1641854736421
69,7.34683104391317
70,-11.2782218886247
71,29.283529225384
72,31.1023082746137
73,30.8777924764372
74,-7.98256443441892
75,-8.69605529675752
76,7.36589531779273
77,-10.6557353851714
78,-6.84478872494487
79,-10.1094337858098
80,6.70388686936745
81,-19.2290390028633
82,-7.25952366892794
83,23.952141841141
84,-3.00598351576137
85,0.16179752412089
86,-14.1659926955096
87,-12.7587219384058
88,6.93467652593496
89,-24.3855003127169
90,-14.7078354329385
