"RowIndex","Prediction"
1,-7.0471600794474
2,-22.8648347114757
3,13.6823131426057
4,17.3261398040624
5,-1.79460321456567
6,25.0352999056806
7,11.6730988281484
8,6.94479857918219
9,16.5624456799369
10,-1.55963961392704
11,-2.28514457500687
12,-18.8806669587847
13,-6.83171265383329
14,27.7072437646006
15,1.99142517769622
16,-7.27215501942943
17,6.76215586459821
18,-15.0168014075935
19,-12.7148314146919
20,-14.5504642665051
21,-20.0485877517398
22,-8.42815819132307
23,-7.33338009034214
24,20.0575417009924
25,-4.05245786084212
26,1.61199793645759
27,-17.7112254268996
28,-5.7897485426306
29,6.70825216941424
30,-9.17225387269996
31,6.8909490977092
32,10.3239295948997
33,10.533922048445
34,-6.5646362120291
35,-6.21815167888713
36,-6.53913319883328
37,9.31963019177149
38,15.0098064118727
39,-14.0932396597261
40,29.5508261109104
41,-17.1798414302618
42,10.8188778951588
43,-15.8255890105783
44,-15.1422408272323
45,6.81565538989485
46,-4.4877874099897
47,2.6699476985535
48,-16.1277349253147
49,-12.5760894706216
50,-7.13985781632635
51,-7.36462053528117
52,15.5495478494525
53,18.3240613866948
54,-5.69439254843882
55,18.7187093062181
56,-20.7966035503432
57,-8.25357764970799
58,24.1164292219866
59,-1.99676716600136
60,-10.086625130509
61,9.7259795729061
62,-8.16378658358242
63,-5.7897485426306
64,26.3074444251407
65,-1.03658470605291
66,16.2945800821671
67,22.5615673484862
68,-14.1260505714892
69,2.99227135288616
70,-8.29297455384701
71,24.855829265644
72,28.484967241335
73,26.8164221360233
74,-4.74397948700511
75,-7.04130419480574
76,6.18736164716343
77,-6.70006447824747
78,-3.57773895631904
79,-5.30843544160802
80,4.96066609061409
81,-20.4843943185128
82,-1.69803807412422
83,25.1072286739098
84,-2.11912896103966
85,-1.96917719733549
86,-9.37637438107829
87,-17.1202805970197
88,7.52088739862428
89,-23.2179756937159
90,-13.902333842731
