"RowIndex","Prediction"
1,-8.16832499183334
2,-20.00806101
3,13.8905052465667
4,15.73379347905
5,-3.4214415977
6,20.6342507141667
7,11.1476253340333
8,7.811932501
9,12.3547748061667
10,-1.9687939825
11,-3.15498921236667
12,-13.6796222526667
13,-6.28101410183333
14,24.9338403933333
15,2.69897771516667
16,-6.78388552466667
17,8.08030973478334
18,-14.168459472
19,-8.40126668116666
20,-12.2459659759667
21,-17.744800145
22,-6.48815531433333
23,-6.277172094
24,16.7356373858333
25,-4.04988331616667
26,1.4178637352
27,-12.6542776148
28,-4.81715883796666
29,7.62820555683334
30,-9.450685163
31,7.65971923041667
32,12.2486246023333
33,11.8353772293333
34,-6.37438060866667
35,-6.46863950783334
36,-5.98562205916667
37,9.39705090283333
38,10.2745038605
39,-11.2244445828333
40,23.6364449635833
41,-16.6125647736667
42,11.8017072959
43,-14.155064383
44,-14.27291093
45,7.95331164633333
46,-4.73718119266667
47,2.61852192236667
48,-15.778497467
49,-9.689078605
50,-4.5488584539
51,-5.91993363083333
52,18.8920033683333
53,17.6552825775
54,-4.65022406383333
55,17.8530321025
56,-17.6407276603333
57,-7.40311491616667
58,18.7871488903333
59,-2.84019319621667
60,-8.2277370425
61,10.0533433620833
62,-7.11071206270001
63,-4.81715883796666
64,24.0864104833333
65,-0.967606301283333
66,15.6921786228333
67,16.9585995716667
68,-11.7083455283333
69,3.46774722283333
70,-8.95558104666667
71,20.63480302
72,23.2522713133333
73,24.8647945626667
74,-3.9586992229
75,-5.63111631623333
76,6.58901276716666
77,-4.51645106473333
78,-3.50022615941666
79,-3.86181599963333
80,5.2211713375
81,-14.1319053436667
82,-2.5431414706
83,21.0329874608333
84,-2.64748706675
85,-2.21992627196667
86,-10.6101896995
87,-13.065040827
88,9.51447558986667
89,-18.9137569666667
90,-13.7527331223333
