"RowIndex","Prediction"
1,-4.97003087363963
2,-11.802804655748
3,6.79665169513202
4,3.23929154840462
5,2.47204779364308
6,12.5807290754045
7,4.19421762257005
8,-11.1242819495051
9,5.23668393409897
10,-3.81249557573128
11,2.48888030472465
12,0.378317424069599
13,3.31002600704503
14,13.5049384030327
15,3.67532664497311
16,-4.20304333751118
17,-2.01231727815234
18,-9.13232330017868
19,3.7171573580664
20,-2.03697142010636
21,-14.9613183259085
22,8.00909327807955
23,-6.76145137325424
24,10.7199446901958
25,-7.88674166900228
26,4.94810740931548
27,-7.20971419731697
28,1.03715514346834
29,0.00982611919702392
30,-3.38579300825419
31,1.96748876405359
32,1.51817785320479
33,12.1482680003554
34,-0.28030608708288
35,-2.06552042274156
36,0.920022505576876
37,-3.78013518647759
38,0.166011169104691
39,-0.203161123726592
40,9.59892834732601
41,-16.2658814590806
42,6.75824293123527
43,-6.99644131179469
44,-10.6831053347107
45,-3.58368390204646
46,-10.8091128559164
47,4.0225663949795
48,-9.84165129863365
49,-3.62516208331545
50,-1.50924184728309
51,-0.472944288540741
52,6.90409799701961
53,11.0278146172169
54,-4.92583785522092
55,9.88612353044107
56,-15.3915572833971
57,-1.61558928536479
58,6.2023092589958
59,-5.29795409047888
60,-0.0396732293891747
61,5.39396969383632
62,-6.38112941328157
63,1.03715514346834
64,18.5340385848224
65,-5.05858324091459
66,5.10410379320642
67,6.53295194421515
68,-7.88569023796112
69,4.24670498032534
70,-7.82109356249065
71,15.5262306589171
72,9.38919815999336
73,18.7398445699901
74,-0.69096964207125
75,-0.191103477898151
76,-3.774005396893
77,0.26855847662368
78,-6.65643516539103
79,-1.10309812371888
80,6.45702774647477
81,-7.66789130333663
82,1.99928386245531
83,10.0684328096119
84,-1.32570599245091
85,-5.22831933879963
86,-3.44501403085104
87,-5.96431254492575
88,0.576331413552522
89,-15.3296316236966
90,-5.69684165434542
