"RowIndex","Prediction"
1,-7.7195759352845
2,-21.6498645353023
3,6.12682379156241
4,5.30819546135247
5,-5.73513125826034
6,10.7808064264267
7,3.20678617245472
8,-11.9779164663635
9,6.76503608364292
10,-4.88852867503759
11,-3.00136332480171
12,-6.58560139450804
13,-6.62019674786556
14,10.633705010716
15,-0.118218867425339
16,-9.61540520937983
17,0.411232448249231
18,-9.63723065238083
19,3.83596440906431
20,-9.28610344356181
21,-14.2436214851788
22,-2.64963876926774
23,-6.45414373422986
24,12.712494806762
25,0.605263064752091
26,12.0039955385247
27,-10.9422919146208
28,-6.52934817849352
29,-4.03147997772867
30,-10.5469912147644
31,-5.21248773722852
32,2.26737664830744
33,19.3664596615386
34,-6.54858645701985
35,-4.77891862524664
36,-3.03278826757954
37,-5.3385544769707
38,1.90068835943161
39,-7.58003747537766
40,20.3525594361994
41,-18.5416661808465
42,3.98589702875211
43,-12.3340313154656
44,-14.9340778148716
45,-6.11287965500314
46,-6.42915994755732
47,4.26286744078407
48,-14.5113072745447
49,-6.98194592131382
50,-3.88234419073149
51,-2.42608601035906
52,4.57927108070467
53,11.0865266884485
54,-7.99385695313772
55,11.0388561541651
56,-18.7967564047346
57,-4.9234457071649
58,2.11127932869223
59,-10.2515505199212
60,-2.65977740619588
61,3.11276882426368
62,-8.13168163766575
63,-6.52934817849352
64,14.3288072231387
65,6.77943902447285
66,1.37668325170989
67,4.80441812873594
68,-8.64618614006279
69,0.208935320183508
70,-10.8583139137294
71,10.0272893910463
72,12.8443339656948
73,18.2623625222471
74,-2.98818195736135
75,-6.39222367016331
76,-3.65706135120862
77,-2.3992628712703
78,4.56162825207428
79,-4.37967513940817
80,1.97894555632359
81,-8.50254119331791
82,-3.3048386198655
83,4.12832316828845
84,1.15308235211552
85,1.91018659360942
86,-9.99898271714583
87,-10.6181472350237
88,-2.09645577258245
89,-17.3399483726189
90,-11.6513468868104
